Name,Location,Year,Kilometers_Driven,Fuel_type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Seller Comments
2019 Honda Jazz VX CVT Petrol,"Rambaug Colony, Pune",Mar 2019,"35,563 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,,₹ 8.2 Lakh, 
2022 Honda Jazz ZX CVT,"Azad Nagar, Mumbai",Jan 2022,"18,000 km",Petrol,Automatic,First,17.1 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 9.95 Lakh,"honda jazz ZX CVT Certified Non Accidental & Non Flooded Car Under Honda company Warranty till Jan 2025 15 Day Own Drive Guarantee Registration Date : Jan 2022 Owner : 1st (well known figure from the entertainment industry) Insurance : Zero Dep 01/24 Mileage : 18,000 km (with service record) Fuel : Petrol. Transmission: Automatic 2nd key available Finance options available Reason for Sale: Buying New kia seltos "
2016 Honda Jazz VX Diesel,"Electronic City Phase I, Bangalore",Jun 2016,"31,512 km",Diesel,Manual,First,27.3 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",98 bhp @ 3600 rpm,5 Person,₹ 6.99 Lakh,"Single Owner, Good condition, 160 Check points inspection, Showroom maintained with service history, Non Accidental Vehicle, Non Meter Tamper, No Structural Damage, Attractive Finance and exchange available and festive offers. "
2016 Honda Jazz V Petrol,"Banaswadi, Bangalore",Jun 2016,"54,291 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.37 Lakh,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty* Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month "
2017 Honda Jazz VX Petrol,"Colaba, Mumbai",Jun 2017,"3,295 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.56 Lakh,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty* Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month "
2019 Honda Jazz VX CVT Petrol,"Andheri (E), Mumbai",Dec 2019,"24,000 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 7.9 Lakh,1) Car is excellent condition 2) 100% Non accidental Car 3) Genuine KMS Running 4) All cars are certified 5) Full Service Record Available 6) 6 month Engine & Gear Box Warranty 
2017 Honda Jazz V AT Petrol,"Andheri (E), Mumbai",Jan 2017,"21,000 km",Petrol,Automatic,Second,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.5 Lakh,1) Car is excellent condition 2) Loan Facility Available 3) 100% Non accidental Car 4) Genuine KMS Running 5) All cars are certified 6) Full Service Record Available 7) 6 month Engine & Gear Box Warranty 
2016 Honda Jazz V Petrol,"Dada Ghosh Bhawan, Delhi",Jun 2016,"70,000 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 4.45 Lakh,"Very Good Condition, Non Accidental, Original Paint, Single Owner, Finance Available, Service History Available & Test Drive Available, well maintained, good condition, price negotiable, temper free "
2015 Honda Jazz SV Petrol,"Shipra Sun City, Ghaziabad",Jun 2015,"65,000 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 4.7 Lakh,BOTH KEYS AVAILABLE.EXCELLENT DRIVE 
2018 Honda Jazz S MT [2015-2016],"Powai, Mumbai",Jun 2018,"25,000 km",Petrol,Manual,First,18.7 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 6.2 Lakh,please note :the vehicle has cng fitted from the company thank you 
2016 Honda Jazz S MT [2015-2016],"Azad Nagar, Mumbai",Jun 2016,"19,600 km",Petrol,Manual,First,18.7 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 5.25 Lakh, 
2017 Honda Jazz V AT Petrol,"Azad Nagar, Mumbai",Aug 2017,"44,000 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.25 Lakh,#Certified Non-Accidental & Non - Flooded Cars. #6 months warranty on Engine & Gearbox #100 point PDI before delivery #15 day Own-Drive Guarantee # Genuine KM reading along with service records. Call us to know more. 
2017 Honda Jazz V AT Petrol,"Powai, Mumbai",Jun 2017,"50,000 km",Petrol,Automatic,Second,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.93 Lakh,please note:the hatchback is in immaculate condition with complete service records thank you 
2017 Honda Jazz S AT Petrol,"Naraina, Delhi",Jun 2017,"48,000 km",Petrol,Automatic,Second,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.1 Lakh,Brand New Car 
2017 Honda Jazz S Petrol,"Shipra Sun City, Ghaziabad",Jun 2017,"26,000 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.8 Lakh,"BOTH KEYS AVAILABLE ,ALL ORIGINAL ,SERVICE RECORD "
2015 Honda Jazz VX Petrol,"Sector-16, Noida",Jun 2015,"73,000 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 4.95 Lakh,"Very Good Condition, Certified Car, Non Accidental, Original Paint, Single Owner, Finance Available, Roadside Assistance Available, Service History Available, Test Drive Available & Warranty Available "
2015 Honda Jazz V AT Petrol,"Powai, Mumbai",Jun 2015,"87,000 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.75 Lakh,the hatchback is well kept from time to time 
2015 Honda Jazz VX Diesel,"Vile Parle West, Mumbai",Jun 2015,"27,760 km",Diesel,Manual,First,27.3 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",98 bhp @ 3600 rpm,5 Person,₹ 5.5 Lakh,Car is in good condition 
2017 Honda Jazz V Petrol,"Banaswadi, Bangalore",Jun 2017,"39,978 km",Petrol,Manual,Second,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.93 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2016 Honda Jazz V Diesel,"Nasik Gandhinagar, Nashik",Jun 2016,"65,463 km",Diesel,Manual,First,27.3 kmpl,"1498 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",98 bhp @ 3600 rpm,5 Person,₹ 5.9 Lakh,Good 
2016 Honda Jazz V Petrol,"Banaswadi, Bangalore",Jun 2016,"62,478 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.02 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2017 Honda Jazz V Petrol,"Banaswadi, Bangalore",Jun 2017,"59,966 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.55 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2015 Honda Jazz SV Petrol,"Colaba, Mumbai",Jun 2015,"79,511 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 4.26 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2019 Honda Jazz V AT Petrol,"Colaba, Mumbai",Jun 2019,"15,031 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.95 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2018 Honda Jazz VX Petrol,"Colaba, Mumbai",Jun 2018,"26,055 km",Petrol,Manual,Second,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.52 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2016 Honda Jazz V AT Petrol,"Aurangabad H O, Aurangabad",Jun 2016,"49,616 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.5 Lakh,"Excellent Condition, Non Accidental & Finance Available "
2019 Honda Jazz VX CVT Petrol,"Gujarat High Court, Ahmedabad",Jun 2019,"59,011 km",Petrol,Automatic (CVT),First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.9 Lakh,Honda JAZZ 
2018 Honda Jazz V Petrol,"Ashram Road, Ahmedabad",Jun 2018,"68,357 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.75 Lakh, 
2015 Honda Jazz SV Petrol,"Sector-16, Noida",Jun 2015,"52,000 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 4.95 Lakh,"Good Condition, Non Accidental, Original Paint, Single Owner, Finance Available, Roadside Assistance Available, Service History Available, Test Drive Available & Warranty Available, temper free, well maintained price negotiable "
2016 Honda Jazz V Petrol,"Nirman Nagar, Jaipur",Jun 2016,"65,632 km",Petrol,Manual,Second,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 4.75 Lakh,"Good Condition, Non Accidental, Finance Available & Test Drive Available "
2016 Honda Jazz V AT Petrol,"Kurla West, Mumbai",Jun 2016,"34,356 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.99 Lakh,Navratri Offer 
2018 Honda Jazz VX Petrol,"Karwan, Hyderabad",Jul 2018,"14,971 km",Petrol,Manual,First,18.2 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 8.75 Lakh,"Certified Car, Non Accidental, Single Owner, Alloy Wheels, Service History Available, Good Condition, Less Driven, Original Paint, Finance Available & Test Drive Available "
2015 Honda Jazz VX Petrol,"Andheri (E), Mumbai",Aug 2015,"43,000 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.25 Lakh,1) Car is excellent condition 2) 100% Non accidental Car 3) Genuine KMS Running 4) All cars are certified 5) Full Service Record Available 6) 6 month Engine & Gear Box Warranty 
2016 Honda Jazz V Petrol,"Azad Nagar, Mumbai",Jun 2016,"33,490 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 4.95 Lakh,#Certified Non-Accidental & Non - Flooded Cars. #6 months warranty on Engine & Gearbox #100 point PDI before delivery #15 day Own-Drive Guarantee # Genuine KM reading along with service records. Call us to know more. 
2017 Honda Jazz V AT Petrol,"Jafferkhanpet, Chennai",Jun 2017,"33,459 km",Petrol,Automatic,Third,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.55 Lakh,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty* Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month "
2019 Honda Jazz VX Petrol,"Banaswadi, Bangalore",Jun 2019,"33,161 km",Petrol,Manual,Second,18.2 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 7.31 Lakh,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty* Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month "
2015 Honda Jazz V Petrol,"Banaswadi, Bangalore",Jun 2015,"1,08,785 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.15 Lakh,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty* Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month "
2016 Honda Jazz V Petrol,"Jafferkhanpet, Chennai",Jun 2016,"83,888 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.6 Lakh,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty* Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month "
2016 Honda Jazz VX Petrol,"J 6Block Rajouri Garden, Delhi",Jun 2016,"35,788 km",Petrol,Manual,Second,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.29 Lakh,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty* Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month "
2016 Honda Jazz V Petrol,"Jafferkhanpet, Chennai",Jun 2016,"83,888 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.6 Lakh,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty* Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month "
2017 Honda Jazz V AT Petrol,"Jafferkhanpet, Chennai",Jun 2017,"33,459 km",Petrol,Automatic,Third,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.55 Lakh,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty* Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month "
2015 Honda Jazz V Petrol,"Banaswadi, Bangalore",Jun 2015,"1,08,785 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.15 Lakh,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty* Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month "
2016 Honda Jazz VX Petrol,"J 6Block Rajouri Garden, Delhi",Jun 2016,"35,788 km",Petrol,Manual,Second,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.29 Lakh,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty* Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month "
2015 Honda Jazz V Petrol,"Jafferkhanpet, Chennai",Jun 2015,"96,835 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.12 Lakh,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty* Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month "
2017 Honda Jazz V Petrol,"Banaswadi, Bangalore",Jun 2017,"36,983 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.52 Lakh,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty* Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month "
2016 Honda Jazz V Petrol,"Banaswadi, Bangalore",Jun 2016,"63,683 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.92 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2018 Honda Jazz V Petrol,"University Campus, Rajkot",Jun 2018,"39,579 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.08 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2016 Honda Jazz V Petrol,"Banaswadi, Bangalore",Jun 2016,"59,347 km",Petrol,Manual,Second,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.39 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2012 Honda Jazz X,"Colaba, Mumbai",Jun 2012,"37,734 km",Petrol,Manual,First,16.7 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder",89 bhp @ 6200 rpm,5 Person,₹ 2.87 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2017 Honda Jazz VX Petrol,"Lohegaon, Pune",Jun 2017,"42,224 km",Petrol,Manual,Second,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.39 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2017 Honda Jazz V AT Petrol,"Lohegaon, Pune",Jun 2017,"74,064 km",Petrol,Automatic,Second,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.79 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2017 Honda Jazz S Petrol,"Patna, Patna",Jun 2017,"99,928 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 4.15 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2017 Honda Jazz V Petrol,"Banaswadi, Bangalore",Jun 2017,"45,849 km",Petrol,Manual,Second,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.79 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2018 Honda Jazz S MT [2015-2016],"Surat H O, Surat",Jun 2018,"51,109 km",Petrol,Manual,First,18.7 kmpl,"1198 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",87 bhp @ 6000 rpm,5 Person,₹ 4.87 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2017 Honda Jazz SV Petrol,"Lohegaon, Pune",Jun 2017,"50,506 km",Petrol,Manual,First,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.41 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2016 Honda Jazz V Petrol,"Jafferkhanpet, Chennai",Jun 2016,"54,122 km",Petrol,Manual,Third,18.7 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.7 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2016 Honda Jazz V AT Petrol,"Jafferkhanpet, Chennai",Jun 2016,"96,111 km",Petrol,Automatic,Second,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 5.43 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
2017 Honda Jazz V AT Petrol,"Jafferkhanpet, Chennai",Jun 2017,"26,680 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 6.35 Lakh,"This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty* Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month "
2018 Honda Jazz V AT Petrol,"Banaswadi, Bangalore",Jun 2018,"21,015 km",Petrol,Automatic,First,19 kmpl,"1199 cc, 4 Cylinders Inline, 4 Valves/Cylinder, SOHC",89 bhp @ 6000 rpm,5 Person,₹ 7.22 Lakh,"""- MRL Certified car with 140 quality checks - 0% Down payment financing available - 7-day easy return policy, no questions asked - Free 12-month warranty"" "
